R_bohr,adaptive_energy,adaptive_dE,adaptive_electron_count,adaptive_norm_dev,adaptive_eig0,adaptive_eigvals,adaptive_status,adaptive_grid_shape
1.4,3.093386650085449,0.0,1.999999761581421,1.1920928955078125e-07,1.2346168756484985,1.23461688,ok,"(51, 51, 53)"
