z,rho_adaptive,rho_uniform,delta_rho,eloc_adaptive,eloc_uniform,delta_eloc
-0.8599998950958252,0.054457198828458786,0.05218185484409332,0.0022753439843654633,-0.09126409888267517,-0.08556237071752548,-0.005701728165149689
-0.8525000214576721,0.05538467317819595,0.05325157940387726,0.002133093774318695,-0.09330952912569046,-0.08813753724098206,-0.0051719918847084045
-0.8449999690055847,0.05631216987967491,0.05432133004069328,0.0019908398389816284,-0.09535501152276993,-0.09071275591850281,-0.00464225560426712
-0.8374999761581421,0.057239655405282974,0.05539106950163841,0.0018485859036445618,-0.0974004790186882,-0.09328795224428177,-0.004112526774406433
-0.8299999237060547,0.05816715210676193,0.05646082013845444,0.0017063319683074951,-0.09944596141576767,-0.09586317837238312,-0.003582783043384552
-0.8225000500679016,0.0590946264564991,0.05753054469823837,0.001564081758260727,-0.10149139165878296,-0.0984383374452591,-0.0030530542135238647
-0.8149999380111694,0.060022126883268356,0.058600302785634995,0.0014218240976333618,-0.10353688895702362,-0.10101357847452164,-0.0025233104825019836
-0.8075000047683716,0.06094960868358612,0.05967003479599953,0.0012795738875865936,-0.1055823415517807,-0.1035887598991394,-0.0019935816526412964
-0.7999998927116394,0.061877112835645676,0.06073979288339615,0.001137319952249527,-0.10762783885002136,-0.10616400092840195,-0.0014638379216194153
-0.7924998998641968,0.06280460208654404,0.06180953606963158,0.0009950660169124603,-0.10967329889535904,-0.10873919725418091,-0.0009341016411781311
-0.7849999666213989,0.0637320801615715,0.06287927180528641,0.0008528083562850952,-0.11171875149011612,-0.11131437867879868,-0.00040437281131744385
-0.7774999737739563,0.06465956568717957,0.06394901126623154,0.0007105544209480286,-0.1137642115354538,-0.11388958245515823,0.00012537091970443726
-0.7699999809265137,0.06558705866336823,0.06501875072717667,0.0005683079361915588,-0.11580967903137207,-0.1164647787809372,0.0006550997495651245
-0.7624999284744263,0.06651455163955688,0.06608850508928299,0.00042604655027389526,-0.11785516142845154,-0.11904000490903854,0.0011848434805870056
-0.7549999356269836,0.06803255528211594,0.06715824455022812,0.0008743107318878174,-0.12238596379756927,-0.1216152012348175,-0.00077076256275177
-0.7475001215934753,0.06983225047588348,0.06822796165943146,0.0016042888164520264,-0.1281023621559143,-0.12419034540653229,-0.003912016749382019
-0.7400000095367432,0.071632020175457,0.06929771602153778,0.00233430415391922,-0.13381899893283844,-0.12676557898521423,-0.0070534199476242065
-0.732499897480011,0.07343178242444992,0.0703674778342247,0.0030643045902252197,-0.13953563570976257,-0.12934082746505737,-0.0101948082447052
-0.7249999642372131,0.07523150742053986,0.07143720984458923,0.0037942975759506226,-0.14525212347507477,-0.13191600143909454,-0.013336122035980225
-0.7175000905990601,0.0770312175154686,0.07271897792816162,0.004312239587306976,-0.15096856653690338,-0.13542963564395905,-0.015538930892944336
-0.7100000381469727,0.07883096486330032,0.07442482560873032,0.004406139254570007,-0.15668515861034393,-0.14082007110118866,-0.015865087509155273
-0.7024999260902405,0.08063073456287384,0.07613068073987961,0.004500053822994232,-0.16240178048610687,-0.14621056616306305,-0.016191214323043823
-0.6949999332427979,0.08243046700954437,0.07783651351928711,0.004593953490257263,-0.16811832785606384,-0.15160097181797028,-0.016517356038093567
-0.6875001192092896,0.08423016220331192,0.07954230159521103,0.004687860608100891,-0.17383472621440887,-0.15699124336242676,-0.016843482851982117
-0.6800000071525574,0.08602993190288544,0.08124815672636032,0.004781775176525116,-0.179551362991333,-0.16238172352313995,-0.017169639468193054
-0.6724998950958252,0.08782969415187836,0.08295401930809021,0.004875674843788147,-0.18526798486709595,-0.16777221858501434,-0.017495766282081604
-0.6649998426437378,0.08962944895029068,0.08465985953807831,0.004969589412212372,-0.1909845769405365,-0.17316265404224396,-0.01782192289829254
-0.6575000286102295,0.09142914414405823,0.08636565506458282,0.005063489079475403,-0.19670097529888153,-0.17855292558670044,-0.01814804971218109
-0.6499999761581421,0.09322889149188995,0.08807149529457092,0.005157396197319031,-0.20241756737232208,-0.18394337594509125,-0.018474191427230835
-0.6424999237060547,0.09502864629030228,0.08977734297513962,0.005251303315162659,-0.20813414454460144,-0.18933381140232086,-0.01880033314228058
-0.6349998712539673,0.096828393638134,0.09148318320512772,0.005345210433006287,-0.213850736618042,-0.19472426176071167,-0.019126474857330322
-0.6274999380111694,0.09862811863422394,0.09318900108337402,0.0054391175508499146,-0.2195672243833542,-0.20011462271213531,-0.019452601671218872
-0.6200000047683716,0.10042784363031387,0.09489481896162033,0.0055330246686935425,-0.22528371214866638,-0.20550498366355896,-0.019778728485107422
-0.6124999523162842,0.1022275909781456,0.09660066664218903,0.0056269243359565735,-0.23100030422210693,-0.21089541912078857,-0.02010488510131836
-0.6049998998641968,0.10402734577655792,0.09830650687217712,0.005720838904380798,-0.2367168813943863,-0.21628586947917938,-0.02043101191520691
-0.5974999666213989,0.10582707077264786,0.10001232475042343,0.005814746022224426,-0.24243338406085968,-0.22167623043060303,-0.020757153630256653
-0.5900000333786011,0.1076267883181572,0.10171814262866974,0.005908645689487457,-0.24814987182617188,-0.22706659138202667,-0.021083280444145203
-0.5824998617172241,0.1094265729188919,0.10342401266098022,0.006002560257911682,-0.2538665533065796,-0.23245711624622345,-0.02140943706035614
-0.5749999284744263,0.11122629046440125,0.10512983053922653,0.006096459925174713,-0.259583055973053,-0.2378474771976471,-0.021735578775405884
-0.5674999952316284,0.11302601546049118,0.10683564841747284,0.006190367043018341,-0.265299528837204,-0.24323783814907074,-0.02206169068813324
-0.5600000619888306,0.11482574045658112,0.10854146629571915,0.006284274160861969,-0.27101603150367737,-0.2486281841993332,-0.022387847304344177
-0.5525000095367432,0.11662548780441284,0.11024731397628784,0.006378173828125,-0.2767326235771179,-0.254018634557724,-0.02271398901939392
-0.5449999570846558,0.11842524260282516,0.11195315420627594,0.006472088396549225,-0.2824491858482361,-0.2594090700149536,-0.02304011583328247
-0.5375000238418579,0.1202249675989151,0.11401195824146271,0.006213009357452393,-0.2881656885147095,-0.26809409260749817,-0.020071595907211304
-0.5299999713897705,0.12202471494674683,0.11677698791027069,0.005247727036476135,-0.29388228058815,-0.2833706736564636,-0.010511606931686401
-0.5225000381469727,0.12382443994283676,0.11954197287559509,0.004282467067241669,-0.2995987832546234,-0.29864701628685,-0.0009517669677734375
-0.5149999856948853,0.12562419474124908,0.12230700254440308,0.0033171921968460083,-0.3053153455257416,-0.3139236271381378,0.00860828161239624
-0.5074999332427979,0.12849061191082,0.12507203221321106,0.0034185796976089478,-0.32349589467048645,-0.32920020818710327,0.005704313516616821
-0.5000001192092896,0.13214543461799622,0.12783697247505188,0.004308462142944336,-0.3508893549442291,-0.3444763123989105,-0.0064130425453186035
-0.49250006675720215,0.13580037653446198,0.13060200214385986,0.005198374390602112,-0.37828367948532104,-0.35975292325019836,-0.01853075623512268
-0.4849998950958252,0.1394553780555725,0.13336707651615143,0.0060883015394210815,-0.4056784212589264,-0.3750297427177429,-0.03064867854118347
-0.47749996185302734,0.1431102603673935,0.13613206148147583,0.006978198885917664,-0.4330722987651825,-0.3903060853481293,-0.04276621341705322
-0.46999990940093994,0.14676520228385925,0.1388970911502838,0.00786811113357544,-0.4604666233062744,-0.4055826961994171,-0.0548839271068573
-0.4624999761581421,0.15042006969451904,0.14166207611560822,0.008757993578910828,-0.4878605008125305,-0.42085903882980347,-0.06700146198272705
-0.4549999237060547,0.1540750116109848,0.1444271057844162,0.009647905826568604,-0.5152547955513,-0.4361356198787689,-0.07911917567253113
-0.4474998712539673,0.15772995352745056,0.14719213545322418,0.01053781807422638,-0.5426491498947144,-0.45141223073005676,-0.09123691916465759
-0.43999993801116943,0.16138483583927155,0.14995712041854858,0.011427715420722961,-0.5700430274009705,-0.4666885733604431,-0.10335445404052734
-0.4325000047683716,0.16503971815109253,0.15272210538387299,0.012317612767219543,-0.5974369049072266,-0.48196491599082947,-0.1154719889163971
-0.4249999523162842,0.1686946600675583,0.15548713505268097,0.01320752501487732,-0.6248311996459961,-0.4972415268421173,-0.12758967280387878
-0.4174998998641968,0.17234960198402405,0.15825216472148895,0.014097437262535095,-0.6522254943847656,-0.5125181078910828,-0.13970738649368286
-0.4099999666213989,0.17600448429584503,0.16101714968681335,0.014987334609031677,-0.6796193718910217,-0.5277944803237915,-0.15182489156723022
-0.4025000333786011,0.17965936660766602,0.16378213465213776,0.01587723195552826,-0.7070132493972778,-0.5430707931518555,-0.16394245624542236
-0.39499998092651367,0.18331430852413177,0.16654716432094574,0.016767144203186035,-0.7344076037406921,-0.5583474040031433,-0.17606019973754883
-0.3874998092651367,0.18696929514408112,0.1693122386932373,0.01765705645084381,-0.7618023157119751,-0.5736242532730103,-0.18817806243896484
