R,E_adaptive,E_pyscf,dE,status
1.2,-1.126415491104126,-1.1225145419272513,-0.0039009491768746685,ok
1.4,-1.1166620254516602,-1.1357932755423477,0.0191312500906875,ok
1.6,-1.1192271709442139,-1.1327973186804188,0.013570147736204907,ok
